지역,일자,지명,주소,좌표
경북,5/22,경상북도안동의료원,경북안동시북문동470,"Gyeosbuk-do,36.568268798255296"
울산,5/21,울산대학교병원,울산동구전하동290-3,"35.520101913837344,129.42873869172817"
서울,5/16,순노래연습장,서울강서구마곡동722,"37.55956633579089,126.837889535833"
서울,5/17,순노래연습장,서울강서구마곡동722,"37.55956633579089,126.837889535833"
서울,5/18,순노래연습장,서울강서구마곡동722,"37.55956633579089,126.837889535833"
서울,5/19,소중한약국,서울양천구신월동509-1,"37.5224435371539,126.84471317473499"
서울,5/19,신내과의원,서울양천구신월2동509-2,"37.522505078596396,126.844921194376"
서울,5/20,악바리,서울서초구서초동1308-6,"37.5012756480466,127.02510632284998"
서울,5/10,악바리,서울서초구서초동1308-6,"37.5012756480466,127.02510632284998"
서울,5/10,홀릭스,서울서초구서초동1306-4,"37.50002485905221,127.025997050552"
서울,5/10,SBS노래방,서울서초구서초동1308-13,"37.5006160508207,127.02539109018198"
경남,5/21,유정장어본점,경남진주시남성동2-14,"35.1907319518639,128.07976860845204"
경남,5/22,경상대학교병원,경남진주시주약동56,"35.176453391096125,128.09564059150506"
대구,5/18,교동면옥내당점,대구서구내당동244-2,"35.86257429138415,128.55684613546765"
대구,5/18,올리브영대구점,대구중구삼덕동1가5-1,"35.86783965882551,128.59645993001624"
대구,5/18,카페프로모션,대구중구사일동59,"35.8693103260377,128.59510330431021"
대구,5/18,아수라발발타,대구중구공평동55-34,"35.8681077901107,128.59743957256023"
대구,5/18,롤링파스타동성로지점,대구중구공평동59-4,"35.868433946581405,128.59818899878223"
대구,5/18,락휴노래연습장대구동성로점,대구중구공평동55-23,"35.86856728549079,128.5975816518352"
서울,5/21,코로나19에이치플러스양지병원선별진료소,서울관악구신림동10-715,"37.484140839636396,126.93257326617102"
서울,5/18,순노래연습장,서울강서구마곡동722,"37.55956633579089,126.837889535833"
경기,5/17,할리스커피안양역점,경기안양시만안구안양동674-42,"37.4000140666517,126.921055504721"
경기,5/17,일백집서울포차안양일번가점,경기안양시만안구안양동674-265,"37.39866805207679,126.92397521268302"
경기,5/17,룰루랄라동전노래연습장,경기안양시만안구안양동674-153,"37.3991056532076,126.923517372504"
경기,5/17,롯데리아안양점,경기안양시만안구안양동674-146,"37.398981225337806,126.923383103178"
경북,5/20,구미종합터미널,경북구미시원평동1073-1,"36.12270145104179,128.35208812562405"
서울,5/15,스마트약국,서울강동구천호동456,"37.53934078878763,127.12330071529624"
서울,5/15,맥시칸치킨천호점,서울강동구천호동28-30,"37.5476352752613,127.141103359214"
서울,5/15,오수혁내과의원,서울강동구천호2동456,"medicdocor,37.53934800622281"
경기,5/20,예스재활의학과의원,경기의왕시포일동662,"37.3959776314738,126.984754025505"
경기,5/21,포일의원,경기의왕시내손동683-10,"37.38606582256641,126.980907777837"
경기,5/21,GS25성남보건소점,경기성남시수정구신흥동3422,"37.444754667322705,127.144205189273"
경기,5/20,엘림중앙교회,경기평택시통복동91-11,"36.9970718880135,127.086519034386"
경기,5/20,구미새마을중앙시장,경북구미시원평동117-20,"36.130683015614096,128.32977726225795"
경기,5/21,엘림중앙교회,경기평택시통복동91-11,"36.9970718880135,127.086519034386"
경기,5/19,고릴라캠핑김포점,경기김포시양촌읍유현리40-22,"37.637009552381095,126.62029276746"
경북,5/23,코로나19구미보건소선별진료소,경북구미시지산동853-12,"36.13993541358159,128.34595355207307"
경북,5/23,경상북도안동의료원,경북안동시북문동470,"Gyeosbuk-do,36.568268798255296"
경북,5/22,코로나19성주군보건소선별진료소,경북성주군성주읍경산리436-1,"35.917383171061694,128.27869274848905"
경기,5/20,연세가정의학과,경기남양주시화도읍창현리765,"37.6469988559434,127.301305653462"
경기,5/22,코로나19남양주풍양보건소선별진료소,경기남양주시진접읍금곡리1085-1,"37.71048368762529,127.18947867090398"
경기,5/18,스타벅스산본점,경기군포시산본동1132-3,"37.360663972760705,126.93173005507299"
경기,5/18,왁싱할리데이,경기군포시산본동1132,"37.36073980207831,126.93197832304199"
경기,5/18,산본역4호선,경기군포시산본동1231,"37.35801930852569,126.93304632983602"
경기,5/18,신의주찹쌀순대산본점,경기군포시산본동1130,"37.36001210333699,126.93255692137102"
경기,5/21,평촌역4호선,경기안양시동안구관양동1608-1,"37.39423950914369,126.9638080221341"
경기,5/22,평촌역4호선,경기안양시동안구관양동1608-1,"37.39423950914369,126.9638080221341"
경기,5/20,부천역1호선,경기부천시심곡본동316-2,"37.4839888842916,126.783081743529"
경기,5/23,코로나19화성시보건소동탄보건지소선별진료소,경기화성시석우동60,"37.20701972779511,127.07842533784334"
서울,5/21,엉터리생고기마포점,서울마포구공덕동249-16,"37.547047600957676,126.95429214799928"
서울,5/21,네오치킨&펍,서울마포구창전동150-15,"37.54590513782139,126.93186927456101"
서울,5/22,스타벅스서강광흥창역점,서울마포구창전동130,"37.5493756625598,126.931657893743"
서울,5/20,맛짱김밥천국,서울서초구서초동1308-4,"37.50156402442899,127.02484856969902"
서울,5/20,악바리2호점,서울서초구서초동1308-7,"37.501106279096696,127.02501126945901"
서울,5/9,비거커피,서울서초구서초동1308-12,"37.5008467335591,127.02527355376401"
서울,5/18,블리비의원강남역점,서울서초구서초동1305-7,"37.50089707942187,127.0257847419241"
서울,5/12,옵티마기쁨약국,서울강동구암사동503-23,"37.5515464190234,127.127725294758"
서울,5/12,JJ이레약국,서울강동구암사동503-23,"37.55154635535304,127.12778414169046"
경북,5/24,경상북도안동의료원,경북안동시북문동470,"Gyeosbuk-do,36.568268798255296"
경기,5/17,롯데리아인덕원역점,경기안양시동안구관양동1502-1,"37.4010940303375,126.97624176880201"
경기,5/17,대양24시불가마사우나,경기부천시상동535-9,"37.50637013235641,126.75554299413301"
경기,5/20,대양24시불가마사우나,경기부천시상동535-9,"37.50637013235641,126.75554299413301"
경기,5/20,서부119안전센터,경기부천시중동1040-3,"37.50791553808871,126.76768955895899"
경기,5/22,코로나19부천시보건소선별진료소,경기부천시중동1119,"37.49426726363681,126.78096681069898"
경기,5/19,가능역1호선,경기의정부시가능동205-23,"37.74839631964559,127.04428826484099"
인천,5/24,인천미추홀구보건소,인천미추홀구도화동357-1,"37.46109685606303,126.67744386456887"
인천,5/22,라온파티하우스,경기부천시상동461,"37.488833495162375,126.75535478548618"
대구,5/12,아드리아나,대구달성군다사읍서재리85-2,"35.8763490952234,128.49660259184813"
대구,5/12,라쿵푸마라탕,대구달서구신당동1731-5,"35.85626748865128,128.49546339225117"
대구,5/13,청정산아나고산곰장어,대구달서구본리동145-5,"35.839772261747406,128.5439430040672"
대구,5/14,세븐스타코인노래연습장대실역점,대구달성군다사읍매곡리1546-8,"35.85893861747258,128.4644420498761"
대구,5/14,이음컴퍼니,대구달성군다사읍죽곡리809-3,"35.85701221149931,128.46486268981712"
대구,5/16,홈플러스성서점,대구달서구용산동230-11,"35.8495528387069,128.52777309141518"
대구,5/17,홈플러스성서점,대구달서구용산동230-11,"35.8495528387069,128.52777309141518"
대구,5/20,CU다사서재점,대구달성군다사읍서재리105,"35.873808566713606,128.49719476941718"
대구,5/22,옹심이칼국수,대구달성군다사읍박곡리620-1,"35.887270053191905,128.49465974418715"
서울,5/22,마곡엠블리영렘브란트,서울강서구마곡동730-679,"37.55865850473041,126.823087808882"
서울,5/22,범일약국,서울영등포구영등포동5가27-5,"37.52096143361331,126.905172729294"
서울,5/22,오징어천국,서울영등포구영등포동3가16,"37.518868912428,126.90694454370401"
경북,5/25,코로나19구미보건소선별진료소,경북구미시지산동853-12,"36.13993541358159,128.34595355207307"
충북,5/20,덕유산휴게소통영방향,전북장수군계북면양악리4-7,"35.81343830438129,127.643196055081"
경기,5/24,코로나19강남병원선별진료소,경기용인시기흥구신갈동65,"37.2737382071044,127.111434478352"
서울,5/21,예일유치원,서울강서구내발산동741-3,"37.55370119668831,126.82918923706102"
서울,5/22,예일유치원,서울강서구내발산동741-3,"37.55370119668831,126.82918923706102"
서울,5/24,코로나19강서구보건소선별진료소,서울강서구염창동275-12,"37.54961750526951,126.868285554347"
인천,5/14,OSK마트효성점,인천계양구효성동15-30,"37.53096475078449,126.712715426144"
인천,5/16,효성홈마트,인천계양구효성동238-1,"37.5256986254596,126.713916678451"
인천,5/23,롯데마트계양점,인천계양구계산동1059-1,"37.540876047408204,126.73601366211798"
인천,5/23,효성홈마트,인천계양구효성동238-1,"37.5256986254596,126.713916678451"
서울,5/17,삼삼이네생고깃집,서울송파구잠실동314-1,"37.50525612295081,127.083999804034"
서울,5/21,가락수산회센터,서울송파구가락동600,"37.492433733431014,127.117031405541"
서울,5/22,새마을포차방이본점,서울송파구방이동37-9,"37.5151710636618,127.10998153821724"
서울,5/18,착한생칼국수,서울관악구신림동1587-3,"37.483462065264405,126.92602403997"
서울,5/18,GS25신림성화점,서울관악구신림동1587-2,"37.483526886834895,126.92594256943099"
서울,5/20,코사마트오마트점,서울관악구신림동412-103,"37.47624203515289,126.930060394234"
서울,5/20,CU관악신림로점,서울관악구신림동1424-11,"37.486127710682204,126.929734587207"
서울,5/20,판도라신림점,서울관악구신림동1424-22,"37.4857781869253,126.92984798271802"
서울,5/20,공차포도몰점,서울관악구신림동1641-2,"37.48383580705789,126.93017542672301"
서울,5/20,통큰갈비,서울관악구신림동1433-32,"37.484530337783305,126.92842451439301"
서울,5/20,김약국,서울관악구신림동1433-48,"37.4843718753306,126.92861461650699"
서울,5/21,맥도날드신림점,서울관악구신림동1641-22,"37.4819833211048,126.93015453812102"
경기,5/25,오마뎅구리갈매점,경기구리시갈매동285-5,"37.633327533888504,127.11738682622702"
경기,5/23,쿠팡부천신선물류센터,경기부천시오정동803,"37.5296487592936,126.775699949606"
경기,5/24,쿠팡부천신선물류센터,경기부천시오정동803,"37.5296487592936,126.775699949606"
경기,5/25,코로나19파주시보건소선별진료소,경기파주시금촌동953-1,"37.756350556560406,126.77391425919102"
대구,5/25,앤유PC신월성점,대구달서구월성동1810,"35.826462471651894,128.52905101908516"
대구,5/25,탕화쿵푸마라탕동성로점,대구중구동성로3가27-4,"35.867433005127985,128.59396742104323"
대구,5/24,앤유PC신월성점,대구달서구월성동1810,"35.826462471651894,128.52905101908516"
대구,5/4,강정고령보,대구달성군다사읍죽곡리806,"35.840627434601295,128.46114808478913"
서울,5/21,벅구네,서울도봉구방학동674-2,"37.6621752258976,127.03804435617198"
서울,5/21,소망탁구클럽,서울도봉구방학동668-32,"37.662569623702396,127.032817511048"
서울,5/22,두부마을,서울도봉구방학동720-33,"37.66815817626039,127.04684292612602"
서울,5/17,참나라숯불바베큐금호점,서울성동구금호동3가207,"37.548480899990125,127.02538921130012"
서울,5/17,채원감자탕,서울성동구금호동2가488-1,"37.5531348154661,127.01925245681501"
서울,5/19,조아전자담배멀티샵,서울성동구금호동3가806,"37.548384438446895,127.021088996849"
서울,5/19,홍가네해장국,서울성동구금호동3가377,"37.54851666363975,127.02229535037446"
서울,5/23,금호불고기,서울성동구금호동1가125-1,"37.554806886825105,127.0203302881"
서울,5/17,금호7080주점,서울성동구금호동1가1756-1,"Ld.,37.551169394914"
서울,5/22,종로약국,경기부천시중동1123,"37.49622249117219,126.77618444473302"
서울,5/22,금호2,3가동주민센터,"ddress_eishKumho2dd3rdG-doCommuiyServiceCeer,37.5532931077268"
서울,5/22,척척나은정형외과의원,서울성동구행당동319-36,"37.55825984511441,127.0344241021"
서울,5/22,김밥천국강동성심병원점,서울강동구천호동155-5,"37.53722353140524,127.13476115513053"
서울,5/23,영일만,서울동작구사당동1040-32,"37.47809549295221,126.979975414367"
서울,5/23,캐빈,서울동작구흑석동205-3,"37.507026552260896,126.95822530360398"
서울,5/24,캐빈,서울동작구흑석동205-3,"37.507026552260896,126.95822530360398"
서울,5/24,대성우리농산물할인마트,서울금천구독산동994-67,"37.472338614698,126.90404040458502"
서울,5/22,녹번역3호선,서울은평구녹번동55,"37.600806768182494,126.935828008217"
서울,5/22,종로3가역1호선,서울종로구종로3가10-5,"37.57042084452299,126.99215325247599"
서울,5/25,서울특별시서울의료원,서울중랑구신내동316,"37.6128675208202,127.09809248467599"
부산,5/28,부산의료원,부산연제구거제동1518,"35.18729655432529,129.05922489147238"
경북,5/28,경상북도안동의료원,경북안동시북문동470,"Gyeosbuk-do,36.568268798255296"
충남,5/26,단국대학교병원,충남천안시동남구안서동522,"36.84191990263897,127.17236829216293"
인천,5/27,이마트24동인천점,인천중구전동16-3,"37.47648602045071,126.628500126259"
인천,5/27,코로나19중구보건소선별진료소,인천중구전동2-1,"37.47713166994839,126.62866877306301"
인천,5/26,코로나19계양구보건소선별진료소,인천계양구계산동1079-1,"37.5374392700899,126.738275117246"
인천,5/23,우송예술회관,대전동구자양동155-3,"36.3364076899463,127.446226736321"
인천,5/27,인하대병원,인천중구신흥동3가7-206,"37.4588334876626,126.63427046665801"
경기,5/18,하나은행광명지점,경기광명시광명동158-71,"37.48042317472861,126.85520621733399"
경기,5/19,신포우리만두광명사거리역점,경기광명시광명동158-87,"37.48031420959299,126.85451902369098"
경기,5/21,광명사거리역7호선,경기광명시광명동158-211,"37.479298308272604,126.854873735158"
경기,5/26,코로나19광명시보건소선별진료소,경기광명시하안동230-1,"37.4566775267623,126.878851478017"
경기,5/22,세무사권구문사무소,경기광명시철산3동473-14,"37.476072758364396,126.86401469284698"
경기,5/26,코로나19덕양구보건소선별진료소,경기고양시덕양구주교동603,"37.65778628459281,126.831167768056"
경기,5/16,명륜진사갈비김포구래점,경기김포시구래동6896-15,"37.63793783812949,126.62715955107475"
서울,5/25,사당역2호선,서울동작구사당동1112,"37.47656043032891,126.98155858401601"
서울,5/24,도영마트,서울광진구중곡동254-23,"37.5624599431523,127.077123548323"
서울,5/25,도영마트,서울광진구중곡동254-23,"37.5624599431523,127.077123548323"
서울,5/26,도영마트,서울광진구중곡동254-23,"37.5624599431523,127.077123548323"
서울,5/26,GS25광진대성점,서울광진구중곡동252-23,"37.56176162363851,127.07580537972"
서울,5/27,서울특별시서울의료원,서울중랑구신내동316,"37.6128675208202,127.09809248467599"
서울,5/23,코로나19성동구보건소선별진료소,서울성동구홍익동16-15,"37.56709355992669,127.033219287311"
서울,5/19,밥플러스,서울성동구성수동1가13-189,"37.548418661156894,127.0507557465404"
서울,5/19,박내과의원,경기부천시역곡동77-6,"37.48602778767748,126.8113881685801"
서울,5/20,밥플러스,서울성동구성수동1가13-189,"37.548418661156894,127.0507557465404"
서울,5/22,밥플러스,서울성동구성수동1가13-189,"37.548418661156894,127.0507557465404"
서울,5/13,일루오리,서울성동구성수동2가300-63,"37.545551777689504,127.054583082519"
경기,5/23,엔터프라임빌딩,경기화성시반송동103-11,"37.201488230081175,127.07120484893218"
경기,5/23,하나피부비뇨기과의원,경기화성시반송동103-11,"37.20150267464731,127.07115867897899"
경기,5/23,신동탄약국,경기화성시반송동103-11,"37.20144588609963,127.07119579774472"
서울,5/21,구로디지털단지역2호선,서울구로구구로동810-3,"37.4852605752505,126.90147308003901"
서울,5/22,구로디지털단지역2호선,서울구로구구로동810-3,"37.4852605752505,126.90147308003901"
서울,5/24,대성우리농산물할인마트,서울금천구독산동994-67,"37.472338614698,126.90404040458502"
서울,5/25,코로나19금천구보건소선별진료소,서울금천구시흥동1020,"37.4570867261768,126.89602608378298"
인천,5/22,선학역인천1호선,인천연수구선학동255-4,"37.42694708434029,126.69892316532737"
인천,5/23,우송예술회관,대전동구자양동155-3,"36.3364076899463,127.446226736321"
경기,5/26,갈매역경춘선,경기구리시갈매동502-39,"37.634068925224405,127.114760741021"
경기,5/28,경기도의료원안성병원,경기안성시신소현동99,"37.01735255326614,127.26036636531445"
경기,5/27,코로나19영통구보건소선별진료소,경기수원시영통구영통동961-18,"37.2569433360389,127.069434244751"
경기,5/27,코로나19다보스병원선별진료소,경기용인시처인구김량장동18-4,"37.2316033392449,127.211446736629"
경기,5/27,코로나19광명시보건소선별진료소,경기광명시하안동230-1,"37.4566775267623,126.878851478017"
경기,5/18,장수삼계탕,서울종로구연지동177-3,"37.57290784874639,126.999130625722"
경기,5/17,라온파티하우스,경기부천시상동461,"37.48903746215651,126.755083876251"
경기,5/25,장승백이한화공인중개사사무소,인천계양구박촌동145-13,"37.55595866761541,126.74584280416398"
인천,5/24,마곡나루역9호선,서울강서구마곡동367-6,"37.5667126094974,126.827420928424"
서울,5/26,연세나로학원,서울영등포구여의도동43-3,"37.520820859493014,126.931154540334"
서울,5/28,코로나19여의도성모병원선별진료소,서울영등포구여의도동62,"37.51833004820399,126.936817216384"
서울,5/27,용문플러스학원,서울영등포구여의도동43-3,"37.520914661199306,126.931321873464"
서울,5/27,파리바게뜨신촌숲길점,서울마포구창전동2-36,"37.55305800507881,126.93316761057281"
서울,5/27,신촌연세병원,서울마포구신수동66-1,"37.5525771881917,126.933728226472"
서울,5/21,CU한강시민공원점,서울마포구망원동462-14,"37.55571225945481,126.897804109175"
서울,5/25,CU한강시민공원점,서울마포구망원동462-14,"37.55571225945481,126.897804109175"
서울,5/23,정인게임장,서울동작구노량진동126-21,"37.5130110197674,126.94501533349899"
서울,5/25,정인게임장,서울동작구노량진동126-21,"37.5130110197674,126.94501533349899"
서울,5/27,정인게임장,서울동작구노량진동126-21,"37.5130110197674,126.94501533349899"
서울,5/25,나무약국,서울성동구금호동1가1755,"37.551663151786,127.02573432035199"
서울,5/28,KB생명보험,서울중구중림동419,"Ld.,37.56091999374561"
경기,5/26,소래산,인천남동구장수동,"37.4525359797367,126.778936695557"
경기,5/27,코로나19부천시보건소선별진료소,경기부천시중동1119,"37.49426726363681,126.78096681069898"
경기,5/28,코로나19덕양구보건소선별진료소,경기고양시덕양구주교동603,"37.65778628459281,126.831167768056"
경기,5/27,성남시의료원,경기성남시수정구태평동3309,"37.445053152463494,127.138727193654"
경기,5/28,코로나19팔달구보건소선별진료소,경기수원시팔달구교동56-1,"37.271480622976114,127.01252843845502"
인천,5/28,코로나19연수구보건소선별진료소,인천연수구청학동465-2,"37.41913158856801,126.671155425658"
인천,5/28,굴포천역7호선,인천부평구갈산동414,"37.507045590036405,126.73134644970598"
인천,5/28,코로나19계양구보건소선별진료소,인천계양구계산동1079-1,"37.5374392700899,126.738275117246"
서울,5/23,MK노래연습장,서울서초구잠원동29-4,"37.51365387115065,127.01913711808749"
서울,5/24,"궁전사우나	",서울강서구화곡동464-8,"37.535129538856,126.85601923142701"
서울,5/24,NC백화점송파점,서울송파구문정동634,"37.47760249113567,127.12556546623985"
서울,5/23,CU독산광장점,서울금천구독산동192-22,"37.46907581060181,126.902638320842"
서울,5/26,갈비정원도봉점,서울도봉구창5동700-28,"37.6516484932708,127.036969252238"
서울,5/26,명가한식뷔페,경기화성시마도면슬항리214-24,"37.2097716263685,126.763185750299"
서울,5/25,큐마트,경기광명시하안동702-2,"37.4646770884452,126.864279493328"
광주,5/28,광주광역시소방학교,광주광산구소촌동224-21,"35.1614205922972,126.797446118084"
서울,5/23,이한규내과의원,서울관악구봉천동972-5,"memberofheiermedicieciic,37.48996888378934"
서울,5/25,이한규내과의원,서울관악구봉천동972-5,"memberofheiermedicieciic,37.48996888378934"
서울,5/27,이한규내과의원,서울관악구봉천동972-5,"memberofheiermedicieciic,37.48996888378934"
부산,5/25,BRBPC방,부산동래구명륜동505-6,"35.2048333342084,129.08217531999247"
부산,5/26,BRBPC방,부산동래구명륜동505-6,"35.2048333342084,129.08217531999247"
부산,5/29,BRBPC방,부산동래구명륜동505-6,"35.2048333342084,129.08217531999247"
부산,5/25,내성고등학교,부산금정구부곡4동812-13,"35.2211928359971,129.09272698599554"
부산,5/26,내성고등학교,부산금정구부곡4동812-13,"35.2211928359971,129.09272698599554"
부산,5/27,ox피씨방,부산금정구장전동308-4,"35.2304546092187,129.0876272857555"
대구,5/26,계명대학교동산병원,대구달서구호산동산2-1,"35.85388734403361,128.4801252398253"
대구,5/26,아트리움PC방,대구달서구호산동167-1,"35.8545526883569,128.47790600199613"
대구,5/26,귀빈헬스,대구달성군다사읍매곡리1548-2,"35.8580034789308,128.4660454920791"
대구,5/27,귀빈헬스,대구달성군다사읍매곡리1548-2,"35.8580034789308,128.4660454920791"
대구,5/26,투썸플레이스대구계명대병원점,대구달서구호산동105-1,"35.8534249669931,128.47888794957214"
대구,5/27,나드리김밥천국명가타운점,대구달서구파호동89,"35.8514155572256,128.4777016611801"
대구,5/28,투썸플레이스대구계명대병원점,대구달서구호산동105-1,"35.8534249669931,128.47888794957214"
대구,5/27,아트리움PC방,대구달서구호산동167-1,"35.8545526883569,128.47790600199613"
경기,5/26,코로나19부천시보건소선별진료소,경기부천시중동1119,"37.49426726363681,126.78096681069898"
경기,5/28,종합운동장역2호선,서울송파구잠실동122,"37.5111446632705,127.073849447402"
경기,5/24,예수세계교회,경기성남시분당구구미동23-1,"37.34964761338754,127.1095500153286"
경기,5/28,새언약유월절하나님의교회,경기안양시만안구안양동350-9,"37.38179186707274,126.93610995204403"
경기,5/29,새언약유월절하나님의교회,경기안양시만안구안양동350-9,"37.38179186707274,126.93610995204403"
경기,5/27,제주공항,제주특별자치도제주시용담2동2002,"33.5070789578184,126.49276900424401"
경기,5/25,배관공구24시,경기화성시마도면석교리243-40,"37.2073922710105,126.76835711904499"
경기,5/25,한성볼트고무,경기화성시마도면슬항리214-24,"Ld.,37.209728430366"
경기,5/25,명가한식뷔페,경기화성시마도면슬항리214-24,"37.2097716263685,126.763185750299"
경기,5/26,명가한식뷔페,경기화성시마도면슬항리214-24,"37.2097716263685,126.763185750299"
경기,5/28,남양주체육문화센터,경기남양주시이패동산87,"37.6053519107331,127.17666371745402"
경기,5/25,한국유통가일점,경기성남시수정구태평동5857,"37.444293371175505,127.128568843675"
경기,5/27,한국유통가일점,경기성남시수정구태평동5857,"37.444293371175505,127.128568843675"
경기,5/26,성남굿모닝마트,경기성남시수정구태평동3728,"37.4418716853487,127.13162479444301"
경기,5/27,성남굿모닝마트,경기성남시수정구태평동3728,"37.4418716853487,127.13162479444301"
경기,5/26,걷는나무,경기성남시수정구태평동6493,"37.4414824967865,127.12830187098702"
경기,5/27,위례주아선교교회,경기성남시수정구창곡동509-2,"37.472180569339834,127.1427158929266"
경기,5/27,이삭토스트성남동서울대점,경기성남시수정구복정동686,"Seom-doSeouNioUiversiyBrch,37.45914481488759"
인천,5/28,국제업무지구역인천1호선,인천연수구송도동78,"37.3996578386606,126.630542158102"
인천,5/28,부평시장역인천1호선,인천부평구부평동,"37.4983641942962,126.72228537394902"
인천,5/29,부평시장역인천1호선,인천부평구부평동,"37.4983641942962,126.72228537394902"
인천,5/29,국제업무지구역인천1호선,인천연수구송도동78,"37.3996578386606,126.630542158102"
인천,5/19,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/20,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/21,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/22,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/23,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/25,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/26,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/27,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/28,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/29,탑공인중개사무소,인천계양구계산동964-49,"37.53818349950489,126.727912781992"
인천,5/26,장승백이한화공인중개사사무소,인천계양구박촌동145-13,"37.55595866761541,126.74584280416398"
인천,5/27,계양산전통시장,인천계양구병방동392,"37.54784017815799,126.739813964683"
인천,5/28,수원역,경기수원시팔달구매산로1가18,"37.2657903079673,127.00009470029198"
서울,5/30,서울특별시서남병원,서울양천구신정동1320-7,"37.51207345721133,126.83315695581216"
서울,5/25,용인대백호태권도,서울송파구가락동189-27,"37.493496944750504,127.133972410198"
서울,5/26,용인대백호태권도,서울송파구가락동189-27,"37.493496944750504,127.133972410198"
서울,5/27,용인대백호태권도,서울송파구가락동189-27,"37.493496944750504,127.133972410198"
서울,5/28,용인대백호태권도,서울송파구가락동189-27,"37.493496944750504,127.133972410198"
서울,5/16,명가닭한마리,서울성동구성수동2가289-14,"37.54576791885649,127.054795978487"
서울,5/17,명가닭한마리,서울성동구성수동2가289-14,"37.54576791885649,127.054795978487"
서울,5/18,명가닭한마리,서울성동구성수동2가289-14,"37.54576791885649,127.054795978487"
서울,5/19,명가닭한마리,서울성동구성수동2가289-14,"37.54576791885649,127.054795978487"
서울,5/20,라성식자재마트,서울성동구성수동2가277-17,"37.544890849977286,127.057524692633"
서울,5/20,행복이열리는건강약국,서울성동구성수동2가289-10,"37.54511447133069,127.057167286061"
서울,5/21,성수종로약국,서울성동구성수동2가289-20,"Ld.,37.54710769643736"
서울,5/21,양의원,서울성동구성수동2가289-236,"37.5468166139597,127.054941591292"
서울,5/23,영민약국,서울성동구성수동2가284-68,"37.54615607333545,127.05321090084003"
서울,5/23,박내과의원,서울성동구성수동2가284-67,"37.54621184687401,127.053406706216"
서울,5/25,라성식자재마트,서울성동구성수동2가277-17,"37.544890849977286,127.057524692633"
서울,5/26,라성식자재마트,서울성동구성수동2가277-17,"37.544890849977286,127.057524692633"
서울,5/28,박내과의원,서울성동구성수동2가284-67,"37.54621184687401,127.053406706216"
서울,5/26,비밀,서울서대문구대현동27-46,"37.5585538958815,126.943116710815"
서울,5/25,웹시티고릴라PC방불광점,서울은평구대조동14-1,"37.6105409524319,126.929327767255"
서울,5/25,엉터리생고기두번째이야기불광점,서울은평구대조동12-10,"bihspo,37.61038186259731"
서울,5/25,너짱PC방,서울은평구역촌동16-36,"37.6064542331565,126.92242334919501"
서울,5/27,드림라인휘트니스2호점,서울은평구증산동223-13,"37.57851711951291,126.900693720878"
경기,5/24,나실선교,경기평택시팽성읍원정리115-6,"36.969308934888765,127.04757015048605"
경기,5/24,GS25평택동창리점,경기평택시팽성읍동창리1-1,"36.97195358439831,127.040379875407"
경기,5/24,평택역,경기평택시평택동185-579,"36.99098235648259,127.08529109294702"
경기,5/25,한림공원,제주특별자치도제주시한림읍협재리2487,"33.3893688021373,126.24031017577899"
경기,5/25,복태네갈치탕,제주특별자치도서귀포시대정읍상모리131-3,"33.207593177397165,126.29071373313029"
경기,5/25,오설록티뮤지엄,제주특별자치도서귀포시안덕면서광리1235-1,"33.30592654606491,126.289443017025"
경기,5/25,송악산,제주특별자치도서귀포시대정읍상모리산2,"33.199215534268596,126.290117450498"
경기,5/25,아인스호텔,제주특별자치도서귀포시서귀동162-7,"33.2454040755368,126.566379823182"
경기,5/25,동홍정육식당,제주특별자치도서귀포시동홍동649-1,"33.2526978018781,126.570924914389"
경기,5/25,천지연폭포,제주특별자치도서귀포시서홍동2565,"33.247208717319495,126.55452450722402"
경기,5/26,섭지코지,제주특별자치도서귀포시성산읍고성리87,"33.4239380655993,126.93060924101098"
경기,5/26,성산일출봉,제주특별자치도서귀포시성산읍성산리78,"33.4591349705437,126.940537521366"
경기,5/26,오조해녀의집,제주특별자치도서귀포시성산읍오조리3,"33.46973501614411,126.92229348123001"
경기,5/26,호랑호랑,제주특별자치도서귀포시성산읍고성리235,"33.4500361657681,126.921536659033"
경기,5/26,비자림,제주특별자치도제주시구좌읍평대리3161-1,"33.490408369798594,126.80998754971"
경기,5/26,퍼시픽리솜엘마리노뷔페,제주특별자치도서귀포시색달동2950-4,"33.2431640889973,126.416369707611"
경기,5/26,빌라드아토,제주특별자치도서귀포시서귀동551-3,"33.24497580674371,126.56457497741899"
경기,5/26,아인스호텔,제주특별자치도서귀포시서귀동162-7,"33.2454040755368,126.566379823182"
